t,u,y
9.24,3.1742401,46.369235
9.242,-0.41939695,45.930553
9.244,-2.5659015,43.633668
9.246,-6.392505,42.929799
9.248,-8.69233,41.412571
9.25,-8.6911948,43.73846
9.252,-12.066125,42.88313
9.254,-14.91028,40.549017
9.256,-17.825399,39.900143
9.258,-19.663152,39.803947
9.26,-22.445916,37.697715
9.262,-23.820161,38.148754
9.264,-28.772477,34.377767
9.266,-29.303798,34.885385
9.268,-32.377836,31.876955
9.27,-33.975538,33.309618
9.272,-36.134906,31.771373
9.274,-38.501621,32.21023
9.276,-41.158889,31.589378
9.278,-43.683824,26.347451
9.28,-45.910909,25.779342
9.282,-48.118903,27.492951
9.284,-49.682708,24.932787
9.286,-52.462501,23.158942
9.288,-54.090718,24.241404
9.29,-56.570765,19.574493
9.292,-57.080592,17.91276
9.294,-61.345246,19.086011
9.296,-61.543545,17.374375
9.298,-65.783412,14.033325
9.3,-68.681199,16.297202
9.302,-68.276595,13.83717
9.304,-70.159643,12.777794
9.306,-72.432012,10.742991
9.308,-73.481857,8.3234096
9.31,-74.565985,8.8547703
9.312,-78.296186,5.8450275
9.314,-76.590479,3.8057183
9.316,-80.687735,6.1340642
9.318,-81.93057,2.800183
9.32,-83.530633,1.1333199
9.322,-82.888672,-0.39695963
9.324,-86.54608,-3.3059025
9.326,-87.700565,-1.6196118
9.328,-86.899154,-4.193236
9.33,-88.783849,-5.2720732
9.332,-91.021999,-8.8553465
9.334,-91.175315,-7.6746798
9.336,-93.239132,-8.7375279
9.338,-93.716688,-9.550952
9.34,-94.313642,-12.810525
9.342,-96.132799,-15.321955
9.344,-95.42595,-12.966163
9.346,-95.87419,-17.028051
9.348,-97.192124,-18.019698
9.35,-98.47953,-19.922162
9.352,-99.511982,-20.336386
9.354,-100.24044,-20.400548
9.356,-97.857086,-22.18279
9.358,-99.254444,-22.603156
9.36,-98.590746,-24.32404
9.362,-100.77145,-27.578381
9.364,-101.43442,-26.442232
9.366,-100.29003,-28.264567
9.368,-100.28763,-28.830677
9.37,-102.34153,-29.097277
9.372,-99.332537,-30.802964
9.374,-101.58855,-32.282697
9.376,-100.06375,-34.160322
9.378,-98.298857,-34.86997
9.38,-98.331363,-35.502719
9.382,-97.802446,-38.643474
9.384,-97.190497,-38.239175
9.386,-99.407881,-38.507271
9.388,-96.943635,-39.283645
9.39,-94.594762,-40.360252
9.392,-94.301684,-42.764013
9.394,-94.028569,-42.466424
9.396,-92.54629,-43.470284
9.398,-93.658152,-44.462579
9.4,-91.379815,-43.926422
9.402,-89.817406,-45.682209
9.404,-91.267303,-47.14349
9.406,-86.527992,-45.560152
9.408,-86.205516,-47.476828
9.41,-87.544865,-49.666433
9.412,-85.871686,-48.771794
9.414,-81.881719,-49.421979
9.416,-80.757519,-49.799079
9.418,-79.784231,-50.110543
9.42,-79.317214,-50.450851
9.422,-77.052479,-49.779979
9.424,-75.929722,-50.992796
9.426,-73.241781,-53.175663
9.428,-71.84774,-52.661301
9.43,-69.142411,-52.333262
9.432,-68.19133,-52.364214
9.434,-65.651033,-53.119713
9.436,-65.640372,-55.079384
9.438,-61.892471,-51.990923
9.44,-60.267954,-54.053062
9.442,-58.435036,-52.754307
9.444,-56.698089,-54.378358
9.446,-53.186062,-51.935185
9.448,-51.969101,-52.406635
9.45,-49.671377,-53.617035
9.452,-48.030419,-52.920778
9.454,-46.048288,-54.290362
9.456,-44.379062,-52.202867
9.458,-40.65869,-53.257226
9.46,-39.086078,-53.199739
9.462,-36.435162,-52.561149
9.464,-33.697418,-51.936384
9.466,-33.741892,-51.945994
9.468,-31.162761,-52.238934
9.47,-28.375984,-51.016086
9.472,-26.579546,-49.909381
9.474,-21.652055,-51.033869
9.476,-20.736273,-47.837936
9.478,-16.56775,-49.613294
9.48,-15.2732,-49.276807
9.482,-13.04983,-49.495446
9.484,-8.9175816,-48.255945
9.486,-7.1536039,-47.97039
9.488,-3.8809483,-46.033531
9.49,-2.0091204,-46.763668
9.492,0.7051145,-45.42235
9.494,3.1206172,-44.725124
9.496,3.2476208,-42.976471
9.498,7.5717116,-42.71001
9.5,9.2389248,-42.221359
9.502,13.386367,-40.557149
9.504,13.832918,-40.6993
9.506,15.300158,-41.381877
9.508,20.58899,-36.789893
9.51,22.693198,-38.063919
9.512,25.03507,-37.246376
9.514,25.749177,-34.827914
9.516,29.996731,-33.864534
9.518,32.965367,-32.739462
9.52,35.417138,-32.696049
9.522,35.968151,-32.300527
9.524,37.452732,-31.166265
9.526,40.650554,-29.818274
9.528,42.704303,-28.079582
9.53,47.194185,-28.216865
9.532,46.789769,-25.723117
9.534,50.349247,-23.793865
9.536,53.432304,-23.444583
9.538,53.015481,-23.209687
9.54,56.793958,-21.404819
9.542,59.17349,-18.226183
9.544,58.301036,-17.884141
9.546,62.302787,-18.265247
9.548,64.426488,-16.839199
9.55,67.430058,-14.804553
9.552,68.175201,-12.31022
9.554,70.261858,-12.122511
9.556,70.248508,-10.953684
9.558,75.339653,-11.142344
9.56,75.63468,-7.7779389
9.562,78.181208,-6.9557806
9.564,78.477671,-7.1968535
9.566,79.707339,-5.611858
9.568,80.267202,-3.7228431
9.57,83.754438,-2.2564302
9.572,85.509284,-0.013130435
9.574,86.27988,3.1787389
9.576,86.707612,1.9212461
9.578,88.410598,4.9493719
9.58,90.073601,4.4838158
9.582,91.523161,7.6670208
9.584,91.194041,7.4085097
9.586,91.925709,9.10483
9.588,93.999136,10.84338
9.59,94.363547,11.472861
9.592,95.349172,13.131896
9.594,94.862547,14.856011
9.596,95.257188,14.284108
9.598,96.888524,17.714442
9.6,97.097977,17.356551
9.602,98.292009,19.535141
9.604,97.817607,21.953016
9.606,99.656921,22.405524
9.608,99.850928,23.915011
9.61,102.08071,24.309131
9.612,99.129875,25.421213
9.614,99.794953,26.57967
9.616,100.04527,27.981993
9.618,100.94103,29.574
9.62,99.815316,30.583805
9.622,100.21162,31.066239
9.624,99.268019,32.541117
9.626,99.804466,33.741407
9.628,99.050844,34.783038
9.63,100.21531,36.41267
9.632,98.420035,35.712035
9.634,97.409229,36.402932
9.636,98.255905,40.139707
9.638,96.060195,38.469437
9.64,94.129327,40.73029
9.642,96.621779,39.531379
9.644,96.413405,41.904298
9.646,92.287694,43.395854
9.648,90.961267,42.316323
9.65,92.61218,45.831988
9.652,91.848507,45.090649
9.654,89.830729,45.62353
9.656,89.552805,47.331951
9.658,87.885995,47.678007
9.66,85.664715,47.581533
9.662,83.855436,48.194349
9.664,82.451686,48.462567
9.666,79.813257,50.339213
9.668,78.836029,50.233683
9.67,77.955872,49.76589
9.672,76.376831,48.579537
9.674,74.176673,51.668788
9.676,72.318072,51.540537
9.678,69.791895,51.862915
9.68,70.264864,51.246889
9.682,67.215668,52.917651
9.684,67.940119,53.466175
9.686,64.383613,54.258845
9.688,62.991341,51.879936
9.69,60.796869,54.663526
9.692,59.071085,53.108495
9.694,56.189822,53.685616
9.696,55.0014,52.231859
9.698,52.896888,52.355098
9.7,52.134489,53.397541
9.702,48.138571,54.151678
9.704,45.23246,53.770799
9.706,44.01089,52.575344
9.708,41.48108,53.321722
9.71,37.760798,53.292911
9.712,36.227659,54.103424
9.714,35.000754,52.10847
9.716,31.91508,52.398461
9.718,27.431462,51.802998
9.72,26.239336,50.692401
9.722,26.153643,51.136973
9.724,23.19817,51.243033
9.726,20.747453,51.327053
9.728,17.671534,49.652007
9.73,15.417554,51.063919
9.732,12.697067,48.146238
9.734,9.3730653,47.153863
9.736,6.7083208,46.762599
9.738,4.0334732,46.383698
9.74,2.2732421,46.243187
9.742,0.23933368,45.58097
9.744,-3.4572009,45.139047
9.746,-4.5243654,45.742641
9.748,-8.35522,41.707282
9.75,-11.491068,42.742348
9.752,-11.734749,41.641422
9.754,-12.822707,40.773947
9.756,-18.346205,40.45899
9.758,-17.758741,36.96538
9.76,-23.076047,37.545864
9.762,-25.76135,36.469334
9.764,-25.678398,37.286393
9.766,-29.313606,34.901002
9.768,-32.415423,33.883973
9.77,-34.191849,33.335313
9.772,-36.216573,31.155326
9.774,-38.526052,30.580631
9.776,-40.496098,29.838097
9.778,-45.770738,29.344984
9.78,-45.189548,27.736365
9.782,-49.524851,26.852772
9.784,-49.835418,25.628374
9.786,-52.464865,24.376514
9.788,-54.778751,24.225729
9.79,-56.850967,21.015717
9.792,-58.321224,20.10737
9.794,-61.129636,17.775636
9.796,-64.27971,17.391353
9.798,-65.038294,17.225135
9.8,-66.129756,15.826321
9.802,-69.233214,12.285203
9.804,-71.791774,9.1396586
9.806,-71.552883,10.993429
9.808,-74.034722,8.2314597
9.81,-75.26989,7.310705
9.812,-75.820268,6.7852302
9.814,-78.72212,4.6336332
9.816,-79.917588,5.8794683
9.818,-79.828449,3.9010368
9.82,-82.602507,2.5059894
9.822,-82.91591,-0.48836707
9.824,-87.752244,0.18752541
9.826,-86.829027,-1.40377
9.828,-88.867656,-3.9821717
9.83,-88.548287,-5.8173677
9.832,-88.525077,-5.9548356
9.834,-91.686241,-9.7891097
9.836,-90.747042,-9.0868542
9.838,-95.308368,-11.069099
9.84,-94.536862,-11.851567
9.842,-94.278591,-13.01342
9.844,-96.514408,-16.073712
9.846,-98.997359,-16.527223
9.848,-96.348358,-19.924129
9.85,-95.951482,-19.255988
9.852,-97.898715,-19.560879
9.854,-98.826646,-22.844118
9.856,-98.488358,-22.763175
9.858,-100.58437,-24.895662
9.86,-100.13081,-24.344116
9.862,-98.803411,-25.083388
9.864,-101.22811,-26.643902
9.866,-99.742979,-28.658366
9.868,-102.10862,-28.984658
9.87,-97.996993,-28.344998
9.872,-101.37153,-33.008321
9.874,-98.5323,-33.863114
9.876,-99.470705,-34.959334
9.878,-100.1475,-34.680954
9.88,-97.166422,-36.09422
9.882,-97.187854,-34.634589
9.884,-97.838051,-37.11701
9.886,-95.945953,-38.202961
9.888,-96.169617,-40.121246
9.89,-95.806367,-41.501796
9.892,-96.355365,-42.613051
9.894,-94.719824,-43.225865
9.896,-92.725503,-43.043992
9.898,-90.801029,-42.383897
9.9,-90.970995,-42.651639
9.902,-89.242561,-45.92513
9.904,-90.52444,-45.396988
9.906,-89.691398,-47.3036
9.908,-86.658461,-45.899218
9.91,-85.991389,-48.858336
9.912,-84.541465,-47.715203
9.914,-83.173626,-49.385565
9.916,-82.833567,-50.579273
9.918,-79.050823,-49.462502
9.92,-79.806606,-51.241412
9.922,-75.900332,-50.113126
9.924,-75.976109,-52.493303
9.926,-73.155451,-50.793476
9.928,-71.793074,-51.647074
9.93,-70.069949,-49.967448
9.932,-68.428835,-52.054391
9.934,-65.959508,-51.712124
9.936,-64.075765,-54.45411
9.938,-62.431196,-53.741592
9.94,-60.304635,-55.405815
9.942,-60.870797,-53.800331
9.944,-57.141134,-52.616228
9.946,-55.320577,-52.204964
9.948,-52.906295,-53.669759
9.95,-50.181874,-52.835676
9.952,-48.974387,-54.724707
9.954,-45.653355,-54.941725
9.956,-44.09427,-53.308965
9.958,-39.072955,-52.872598
9.96,-40.384931,-52.797731
9.962,-37.685719,-51.522215
9.964,-32.826846,-53.476615
9.966,-32.738392,-51.759086
9.968,-30.954027,-51.351817
9.97,-28.303067,-51.847676
9.972,-24.72975,-50.83155
9.974,-21.053701,-51.089251
9.976,-19.52189,-51.002372
9.978,-19.668269,-49.171721
9.98,-16.609576,-49.959761
9.982,-12.389998,-48.358422
9.984,-9.0749664,-46.890434
9.986,-8.6442861,-46.965505
9.988,-5.4007407,-46.25777
9.99,-2.1363541,-46.737022
9.992,1.0966664,-45.089147
9.994,2.0038659,-44.690749
9.996,3.4495092,-41.996065
9.998,7.9423152,-43.388448
